"event.id","channel","start","end","bottom.freq","top.freq","species.code","common.name","annotation","recording.id","deploy.id"
2308,1,577.449,593.585,3.8154,11.2,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11632,"14569_1_2020_06_11_FVA133"
2309,1,31.674,32.097,4.3487,9.1487,"eurwoo","Eurasian Woodcock","whistle",11633,"14569_1_2020_06_11_FVA133"
2310,1,39.002,39.295,4.1026,7.5897,"eurwoo","Eurasian Woodcock","whistle",11633,"14569_1_2020_06_11_FVA133"
2311,1,7.154,20.356,2.378,14.6817,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle",11636,"14569_1_2020_06_11_FVA133"
2312,1,180.904,185.346,4.4459,9.7706,"eurwoo","Eurasian Woodcock","whistle, whistle",11636,"14569_1_2020_06_11_FVA133"
2193,1,6.942,19.26,2.0316,15.8474,"eurwoo","Eurasian Woodcock","chase, chase",11729,"14569_1_2020_06_11_FVA133"
2194,1,33.425,41.203,4.3708,8.0284,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11729,"14569_1_2020_06_11_FVA133"
2195,1,139.678,140.254,4.3708,8.1188,"eurwoo","Eurasian Woodcock","whistle",11729,"14569_1_2020_06_11_FVA133"
2196,1,146.991,162.332,3.66,8.778,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11729,"14569_1_2020_06_11_FVA133"
2197,1,345.448,356.279,4.0994,8.8038,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11729,"14569_1_2020_06_11_FVA133"
2198,1,363.308,363.827,4.2028,8.2351,"eurwoo","Eurasian Woodcock","whistle",11729,"14569_1_2020_06_11_FVA133"
2199,1,584.268,596.3,3.4274,8.8813,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11729,"14569_1_2020_06_11_FVA133"
2200,1,322.464,334.19,3.9061,7.2113,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, chase, whistle, whistle",11730,"14569_1_2020_06_11_FVA133"
2201,1,486.639,494.985,3.9812,8.5133,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11730,"14569_1_2020_06_11_FVA133"
2202,1,562.367,573.405,4.3818,8.4382,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11730,"14569_1_2020_06_11_FVA133"
2203,1,15.288,29.109,1.6026,13.2859,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle, whistle, whistle, whistle",11714,"14569_1_2020_06_11_FVA133"
2204,1,174.787,189.396,3.6446,14.3199,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11714,"14569_1_2020_06_11_FVA133"
2205,1,401.26,410.394,0.0404,24,"eurwoo","Eurasian Woodcock","whistle, woodcock, whistle, whistle, whistle, whistle, whistle, whistle, whistle",11714,"14569_1_2020_06_11_FVA133"
2206,1,552.019,569.808,2.2617,18.6187,"eurwoo","Eurasian Woodcock","whistle, chase, whistle, whistle",11714,"14569_1_2020_06_11_FVA133"
2207,1,31.699,41.192,4.252,7.8578,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11715,"14569_1_2020_06_11_FVA133"
2208,1,150.673,163.313,4.3942,7.7544,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11715,"14569_1_2020_06_11_FVA133"
2209,1,255.294,264.687,3.9289,9.0469,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11715,"14569_1_2020_06_11_FVA133"
2210,1,418.455,430.105,2.041,21.5013,"eurwoo","Eurasian Woodcock","whistle, whistle, woodcock, chase",11622,"14569_1_2020_06_11_FVA133"
2211,1,520.675,528.245,3.7654,19.6714,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11622,"14569_1_2020_06_11_FVA133"
2212,1,41.257,41.622,4.6359,6.7282,"eurwoo","Eurasian Woodcock","whistle",11614,"14569_1_2020_06_11_FVA133"
2213,1,106.508,110.826,4.3897,10.0103,"eurwoo","Eurasian Woodcock","whistle, whistle",11614,"14569_1_2020_06_11_FVA133"
2214,1,129.304,129.621,4.6359,9.0667,"eurwoo","Eurasian Woodcock","whistle",11614,"14569_1_2020_06_11_FVA133"
2215,1,360.429,363.185,3.0359,14.0718,"eurwoo","Eurasian Woodcock","whistle, whistle",11614,"14569_1_2020_06_11_FVA133"
2216,1,450.299,458.966,0.2872,16.8938,"eurwoo","Eurasian Woodcock","whistle, croak, whistle, whistle",11614,"14569_1_2020_06_11_FVA133"
2217,1,465.263,469.538,3.9795,8.8615,"eurwoo","Eurasian Woodcock","whistle, whistle",11614,"14569_1_2020_06_11_FVA133"
2218,1,484.088,490.831,2.2564,8.5744,"eurwoo","Eurasian Woodcock","woodcock, chase",11614,"14569_1_2020_06_11_FVA133"
2219,1,511.184,511.581,3.4462,6.9744,"eurwoo","Eurasian Woodcock","whistle",11614,"14569_1_2020_06_11_FVA133"
2220,1,61.974,66.083,3.8772,14.0872,"eurwoo","Eurasian Woodcock","whistle, whistle",11709,"14569_1_2020_06_11_FVA133"
2221,1,162.664,174.597,2.2724,9.0498,"eurwoo","Eurasian Woodcock","woodcock, chase",11709,"14569_1_2020_06_11_FVA133"
2222,1,317.136,317.674,2.7141,11.2181,"eurwoo","Eurasian Woodcock","whistle",11709,"14569_1_2020_06_11_FVA133"
2223,1,396.931,397.45,6.2036,13.2859,"eurwoo","Eurasian Woodcock","whistle",11709,"14569_1_2020_06_11_FVA133"
2224,1,540.706,548.726,3.3344,14.3974,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11709,"14569_1_2020_06_11_FVA133"
2225,1,143.513,157.632,3.4804,14.4977,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle",11720,"14569_1_2020_06_11_FVA133"
2226,1,349.726,364.731,3.6557,19.9812,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11720,"14569_1_2020_06_11_FVA133"
2227,1,42.107,53.789,4.0065,11.0113,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11619,"14569_1_2020_06_11_FVA133"
2228,1,75.077,82.985,2.8691,12.3296,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11619,"14569_1_2020_06_11_FVA133"
2229,1,219.995,230.722,2.559,15.0695,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11619,"14569_1_2020_06_11_FVA133"
2230,1,361.946,365.816,2.5331,15.4055,"eurwoo","Eurasian Woodcock","whistle, whistle",11619,"14569_1_2020_06_11_FVA133"
2231,1,33.721,45.75,3.6446,14.7593,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11621,"14569_1_2020_06_11_FVA133"
2232,1,276.482,283.072,3.2827,10.6753,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11621,"14569_1_2020_06_11_FVA133"
2233,1,519.901,527.865,3.5283,10.042,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11624,"14569_1_2020_06_11_FVA133"
2234,1,29.977,45.381,3.4507,17.9128,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11625,"14569_1_2020_06_11_FVA133"
2235,1,212.942,229.347,2.4426,22.4103,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle",11625,"14569_1_2020_06_11_FVA133"
2236,1,146.113,150.086,3.567,9.3829,"eurwoo","Eurasian Woodcock","whistle, whistle",11722,"14569_1_2020_06_11_FVA133"
2238,1,213.308,228.957,3.748,10.2359,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11722,"14569_1_2020_06_11_FVA133"
2239,1,235.287,239.891,4.3166,8.6074,"eurwoo","Eurasian Woodcock","whistle, whistle",11722,"14569_1_2020_06_11_FVA133"
2240,1,275.89,295.725,1.7318,8.5816,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, chase, chase",11722,"14569_1_2020_06_11_FVA133"
2241,1,323.254,338.83,0.3877,24,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, croak, whistle, croak, whistle",11722,"14569_1_2020_06_11_FVA133"
2242,1,451.666,452.204,4.5105,7.6898,"eurwoo","Eurasian Woodcock","whistle",11722,"14569_1_2020_06_11_FVA133"
2243,1,460.096,464.434,4.2649,9.3829,"eurwoo","Eurasian Woodcock","whistle, whistle",11722,"14569_1_2020_06_11_FVA133"
2244,1,67.654,82.668,2.8562,11.6995,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11620,"14569_1_2020_06_11_FVA133"
2245,1,140.127,144.202,3.2407,7.9095,"eurwoo","Eurasian Woodcock","whistle, whistle",11620,"14569_1_2020_06_11_FVA133"
2246,1,426.846,430.851,3.79,13.9241,"eurwoo","Eurasian Woodcock","whistle, whistle",11620,"14569_1_2020_06_11_FVA133"
2247,1,334.024,356.116,2.9797,13.0704,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle, whistle",11635,"14569_1_2020_06_11_FVA133"
2248,1,474.927,486.347,3.9061,14.6854,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11635,"14569_1_2020_06_11_FVA133"
2249,1,35.722,42.285,3.6058,11.6317,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11711,"14569_1_2020_06_11_FVA133"
2250,1,62.615,77.228,3.8384,12.8724,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11711,"14569_1_2020_06_11_FVA133"
2251,1,378.031,393.031,4.0323,11.8255,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11711,"14569_1_2020_06_11_FVA133"
2252,1,464.309,468.579,3.2956,15.7415,"eurwoo","Eurasian Woodcock","whistle, whistle",11711,"14569_1_2020_06_11_FVA133"
2253,1,123.238,126.84,3.7997,8.3748,"eurwoo","Eurasian Woodcock","whistle, whistle",11723,"14569_1_2020_06_11_FVA133"
2254,1,359.674,376.66,3.748,12.769,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11723,"14569_1_2020_06_11_FVA133"
2255,1,418.442,436.069,3.5929,14.5267,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11723,"14569_1_2020_06_11_FVA133"
2256,1,548.701,561.787,2.8174,7.832,"eurwoo","Eurasian Woodcock","woodcock, whistle, whistle, whistle",11723,"14569_1_2020_06_11_FVA133"
2257,1,145.202,149.175,4.0582,7.8578,"eurwoo","Eurasian Woodcock","whistle, whistle",11728,"14569_1_2020_06_11_FVA133"
2258,1,193.226,200.948,3.6704,13.6478,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11728,"14569_1_2020_06_11_FVA133"
2259,1,281.44,289.247,4.0065,9.3312,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11728,"14569_1_2020_06_11_FVA133"
2260,1,310.015,310.572,4.1486,7.4313,"eurwoo","Eurasian Woodcock","whistle",11728,"14569_1_2020_06_11_FVA133"
2261,1,376.76,387.843,3.6963,9.2278,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11728,"14569_1_2020_06_11_FVA133"
2262,1,434.272,449.38,3.1068,9.8998,"eurwoo","Eurasian Woodcock","whistle, whistle, woodcock, woodcock, woodcock, woodcock, woodcock, woodcock",11728,"14569_1_2020_06_11_FVA133"
2263,1,139.842,150.814,0.9305,15.8966,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, croak, whistle",11713,"14569_1_2020_06_11_FVA133"
2264,1,262.538,284.765,3.5412,8.6591,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle, whistle",11713,"14569_1_2020_06_11_FVA133"
2265,1,381.339,404.913,3.3086,15.7674,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle, whistle",11713,"14569_1_2020_06_11_FVA133"
2266,1,168.736,186.277,3.159,16.3059,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11732,"14569_1_2020_06_11_FVA133"
2267,1,449.761,456.304,3.7744,7.3436,"eurwoo","Eurasian Woodcock","whistle, whistle",11732,"14569_1_2020_06_11_FVA133"
2268,1,553.684,582.127,0,23.3846,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle, croak, whistle, whistle",11732,"14569_1_2020_06_11_FVA133"
2269,1,47.872,66.051,4.3487,11.9795,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle",11599,"14569_1_2020_06_11_FVA133"
2270,1,417.629,431.778,3.4872,13.9897,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11600,"14569_1_2020_06_11_FVA133"
2271,1,206.276,214.221,3.0769,10.4615,"eurwoo","Eurasian Woodcock","whistle, chase, whistle, chase, whistle, chase, whistle, chase, whistle, chase, whistle, chase, whistle, chase",11601,"14569_1_2020_06_11_FVA133"
2272,1,330.849,331.286,4.4308,9.6,"eurwoo","Eurasian Woodcock","whistle",11601,"14569_1_2020_06_11_FVA133"
2273,1,338.182,347.156,4.1026,11.9385,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11601,"14569_1_2020_06_11_FVA133"
2274,1,456.323,456.541,3.6923,7.7538,"eurwoo","Eurasian Woodcock","whistle",11601,"14569_1_2020_06_11_FVA133"
2275,1,218.481,232.48,3.7333,10.7487,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11608,"14569_1_2020_06_11_FVA133"
2276,1,267.957,271.743,3.9795,9.4769,"eurwoo","Eurasian Woodcock","whistle, whistle",11608,"14569_1_2020_06_11_FVA133"
2277,1,279.864,280.286,4.6769,9.3128,"eurwoo","Eurasian Woodcock","whistle",11608,"14569_1_2020_06_11_FVA133"
2278,1,170.533,177.597,4.5538,9.559,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11610,"14569_1_2020_06_11_FVA133"
2279,1,247.79,257.946,5.8667,11.4051,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle",11610,"14569_1_2020_06_11_FVA133"
2281,1,544.383,551.666,3.8974,11.4051,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11610,"14569_1_2020_06_11_FVA133"
2282,1,558.83,559.141,4.0615,8.6564,"eurwoo","Eurasian Woodcock","whistle",11610,"14569_1_2020_06_11_FVA133"
2283,1,19.021,25.585,2.9208,10.391,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11618,"14569_1_2020_06_11_FVA133"
2284,1,360.376,363.829,2.4039,13.6737,"eurwoo","Eurasian Woodcock","whistle, whistle",11618,"14569_1_2020_06_11_FVA133"
2285,1,459.373,468.022,3.2052,8.7625,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11618,"14569_1_2020_06_11_FVA133"
2286,1,535.202,546.768,4.0065,19.0653,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11618,"14569_1_2020_06_11_FVA133"
2313,1,192.345,192.94,4.7819,7.7027,"eurwoo","Eurasian Woodcock","whistle",11636,"14569_1_2020_06_11_FVA133"
2314,1,235.263,235.857,5.8934,8.8401,"eurwoo","Eurasian Woodcock","whistle",11636,"14569_1_2020_06_11_FVA133"
2315,1,242.503,258.022,3.6704,14.8885,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11636,"14569_1_2020_06_11_FVA133"
2316,1,374.398,384.127,4.1874,10.0549,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11636,"14569_1_2020_06_11_FVA133"
2317,1,392.983,393.484,5.0921,7.8837,"eurwoo","Eurasian Woodcock","whistle",11636,"14569_1_2020_06_11_FVA133"
2318,1,546.939,567.044,3.4378,17.9386,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle",11636,"14569_1_2020_06_11_FVA133"
2319,1,97.41,108.548,4.3166,12.0969,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11641,"14569_1_2020_06_11_FVA133"
2320,1,151.587,152.144,4.3683,8.349,"eurwoo","Eurasian Woodcock","whistle",11641,"14569_1_2020_06_11_FVA133"
2321,1,60.468,76.762,3.8514,11.6058,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle",11642,"14569_1_2020_06_11_FVA133"
2322,1,174.147,182.668,4.0065,12.0194,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11642,"14569_1_2020_06_11_FVA133"
2323,1,220.019,223.765,3.6923,9.0667,"eurwoo","Eurasian Woodcock","whistle, whistle",11643,"14569_1_2020_06_11_FVA133"
2324,1,230.365,239.881,2.7897,11.3641,"eurwoo","Eurasian Woodcock","whistle, whistle, chase, whistle, chase, whistle, chase, whistle, chase, whistle, chase, whistle, chase, whistle, chase, whistle, chase, whistle, chase, whistle, chase, whistle, chase",11643,"14569_1_2020_06_11_FVA133"
2325,1,142.173,159.426,0,21.2391,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, croak, whistle, whistle",11630,"14569_1_2020_06_11_FVA133"
2326,1,278.677,289.642,4.3077,11.6103,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11630,"14569_1_2020_06_11_FVA133"
2327,1,215.077,229.556,3.0242,14.1906,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11638,"14569_1_2020_06_11_FVA133"
2328,1,240.609,255.315,3.6963,14.5913,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11638,"14569_1_2020_06_11_FVA133"
2329,1,544.624,559.476,3.8772,12.4588,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11638,"14569_1_2020_06_11_FVA133"
2330,1,177.169,192.618,3.412,9.5121,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11717,"14569_1_2020_06_11_FVA133"
2331,1,265.286,276.134,4.3942,8.6591,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11717,"14569_1_2020_06_11_FVA133"
2332,1,330.154,341.495,3.3732,14.8756,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11717,"14569_1_2020_06_11_FVA133"
2333,1,304.173,320.472,2.559,12.769,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11718,"14569_1_2020_06_11_FVA133"
2334,1,114.861,115.129,4.5538,7.7128,"eurwoo","Eurasian Woodcock","whistle",11731,"14569_1_2020_06_11_FVA133"
2335,1,125.589,125.917,4.5538,8.041,"eurwoo","Eurasian Woodcock","whistle",11731,"14569_1_2020_06_11_FVA133"
2336,1,245.17,266.914,3.9539,9.0334,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle, whistle",11731,"14569_1_2020_06_11_FVA133"
2337,1,453.983,476.434,3.0015,19.9716,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle, whistle",11731,"14569_1_2020_06_11_FVA133"
2338,1,567.478,586.493,4.0116,9.3797,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle",11731,"14569_1_2020_06_11_FVA133"
2339,1,18.357,36.895,3.7997,12.5105,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle",11719,"14569_1_2020_06_11_FVA133"
2340,1,78.28,82.531,4.0582,9.1761,"eurwoo","Eurasian Woodcock","whistle, whistle",11719,"14569_1_2020_06_11_FVA133"
2341,1,369.603,381.906,3.0501,9.2795,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11719,"14569_1_2020_06_11_FVA133"
2342,1,533.552,541.618,3.4895,10.4426,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11719,"14569_1_2020_06_11_FVA133"
2343,1,256.572,267.589,4.3683,9.2795,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11721,"14569_1_2020_06_11_FVA133"
2344,1,535.807,546.036,3.1276,10.8821,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle",11721,"14569_1_2020_06_11_FVA133"
2345,1,118.372,118.929,4.1357,7.5735,"eurwoo","Eurasian Woodcock","whistle",11727,"14569_1_2020_06_11_FVA133"
2346,1,282.615,289.434,3.6834,8.7754,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11727,"14569_1_2020_06_11_FVA133"
2347,1,570.825,578.792,3.748,10.0032,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11727,"14569_1_2020_06_11_FVA133"
2348,1,166.016,166.361,4.3077,13.6615,"eurwoo","Eurasian Woodcock","whistle",11733,"14569_1_2020_06_11_FVA133"
2393,1,493.868,494.492,3.2311,18.947,"eurwoo","Eurasian Woodcock","woodcock",11648,"14569_1_2020_06_11_FVA133"
2349,1,174.177,192.604,3.6552,19.3203,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11733,"14569_1_2020_06_11_FVA133"
2350,1,205.422,214.307,4.1846,9.9282,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11611,"14569_1_2020_06_11_FVA133"
2351,1,324.139,324.578,4.2256,7.7949,"eurwoo","Eurasian Woodcock","whistle",11611,"14569_1_2020_06_11_FVA133"
2352,1,440.472,448.133,4.3033,8.9802,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11611,"14569_1_2020_06_11_FVA133"
2353,1,482.943,483.296,4.5128,8.3282,"eurwoo","Eurasian Woodcock","whistle",11611,"14569_1_2020_06_11_FVA133"
2354,1,228.53,228.884,4.3077,10.7077,"eurwoo","Eurasian Woodcock","whistle",11613,"14569_1_2020_06_11_FVA133"
2355,1,93.203,93.789,4.0205,7.2205,"eurwoo","Eurasian Woodcock","whistle",11626,"14569_1_2020_06_11_FVA133"
2356,1,310.628,318.468,3.9385,15.3846,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11626,"14569_1_2020_06_11_FVA133"
2357,1,484.219,484.585,2.9949,7.3026,"eurwoo","Eurasian Woodcock","whistle",11626,"14569_1_2020_06_11_FVA133"
2358,1,533.907,551.669,3.8475,16.4834,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle",11626,"14569_1_2020_06_11_FVA133"
2359,1,109.047,109.53,3.567,11.4249,"eurwoo","Eurasian Woodcock","whistle",11637,"14569_1_2020_06_11_FVA133"
2360,1,191.791,202.158,3.4895,13.3635,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle, whistle, whistle, whistle, whistle",11637,"14569_1_2020_06_11_FVA133"
2361,1,168.727,179.278,3.9031,21.9709,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11640,"14569_1_2020_06_11_FVA133"
2362,1,412.399,427.281,3.9806,16.0258,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11640,"14569_1_2020_06_11_FVA133"
2363,1,36.362,40.138,2.9538,22.0308,"eurwoo","Eurasian Woodcock","whistle, whistle",11631,"14569_1_2020_06_11_FVA133"
2364,1,169.47,177.948,3.4872,15.6718,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11631,"14569_1_2020_06_11_FVA133"
2365,1,415.687,415.98,3.8974,11.8974,"eurwoo","Eurasian Woodcock","whistle",11631,"14569_1_2020_06_11_FVA133"
2366,1,569.408,569.895,3.7333,7.7128,"eurwoo","Eurasian Woodcock","whistle",11631,"14569_1_2020_06_11_FVA133"
2367,1,224.28,242.677,1.8382,14.6278,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle, whistle",11639,"14569_1_2020_06_11_FVA133"
2368,1,368.298,376.139,4.2718,11.9871,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11639,"14569_1_2020_06_11_FVA133"
2369,1,481.436,488.283,3.4304,8.7508,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle",11639,"14569_1_2020_06_11_FVA133"
2370,1,494.885,498.69,3.8317,8.9579,"eurwoo","Eurasian Woodcock","whistle, whistle",11639,"14569_1_2020_06_11_FVA133"
2371,1,65.514,78.639,3.6704,8.2973,"eurwoo","Eurasian Woodcock","whistle, whistle, whistle, whistle, whistle",11712,"14569_1_2020_06_11_FVA133"
