recording_id,mic,species,country,date,year,duration,recording_url
939648,AudioMoth 1.2.0,Common Sandpiper,Germany,2024-09-03,,0:03,https://xeno-canto.org/939648
919964,Audiomoth,Common Sandpiper,United Kingdom,2024-07-05,,12:25:39,https://xeno-canto.org/919964
832552,AudioMoth 1.2.0,Common Sandpiper,Germany,2023-09-10,,0:02,https://xeno-canto.org/832552
809526,AudioMoth 1.2.0,Common Sandpiper,Germany,2023-05-28,,0:16,https://xeno-canto.org/809526
809525,AudioMoth 1.2.0,Common Sandpiper,Germany,2023-05-26,,0:06,https://xeno-canto.org/809525
1154789,Audiomoth 1.2.0,Common Sandpiper,Albania,2024-05-08,,0:04,https://xeno-canto.org/1154789
989219,Audiomoth,Common Sandpiper,France,2025-04-08,,1:09,https://xeno-canto.org/989219
989213,Audiomoth,Common Sandpiper,France,2025-04-05,,1:38,https://xeno-canto.org/989213
989210,Audiomoth,Common Sandpiper,France,2025-04-05,,0:12,https://xeno-canto.org/989210
989208,Audiomoth,Common Sandpiper,France,2025-04-05,,0:45,https://xeno-canto.org/989208
989204,Audiomoth,Common Sandpiper,France,2025-04-11,,1:19,https://xeno-canto.org/989204
979622,Audiomoth,Common Sandpiper,France,2025-03-02,,0:11,https://xeno-canto.org/979622
979617,Audiomoth,Common Sandpiper,France,2025-02-28,,0:05,https://xeno-canto.org/979617
957933,Audiomoth 1.2.0,Common Sandpiper,Germany,2024-08-16,,0:05,https://xeno-canto.org/957933
880648,AudioMoth 1.2.0,Common Sandpiper,Thailand,2023-11-25,,0:02,https://xeno-canto.org/880648
842881,AudioMoth 1.2.0,Common Sandpiper,Germany,2023-09-23,,0:12,https://xeno-canto.org/842881
831318,AudioMoth 1.2.0,Common Sandpiper,Germany,2023-05-06,,0:06,https://xeno-canto.org/831318
809524,AudioMoth 1.2.0,Common Sandpiper,Germany,2023-05-19,,0:24,https://xeno-canto.org/809524
1154790,Audiomoth 1.2.0,Common Sandpiper,Albania,2024-05-08,,0:07,https://xeno-canto.org/1154790
1029138,Audiomoth,Common Sandpiper,United Kingdom,2025-08-09,,0:05,https://xeno-canto.org/1029138
1028279,Audiomoth,Common Sandpiper,United Kingdom,2025-08-05,,0:07,https://xeno-canto.org/1028279
1018520,Audiomoth,Common Sandpiper,United Kingdom,2025-07-19,,0:10,https://xeno-canto.org/1018520
1018515,Audiomoth,Common Sandpiper,United Kingdom,2025-07-19,,0:28,https://xeno-canto.org/1018515
920322,Audiomoth,Common Sandpiper,United Kingdom,2024-07-11,,12:25:39,https://xeno-canto.org/920322
1024390,Audiomoth 1.2.0,Green Sandpiper,Germany,2024-08-07,,0:13,https://xeno-canto.org/1024390
1024388,Audiomoth 1.2.0,Green Sandpiper,Germany,2024-07-26,,0:04,https://xeno-canto.org/1024388
1024387,Audiomoth 1.2.0,Green Sandpiper,Germany,2024-07-21,,0:05,https://xeno-canto.org/1024387
1024386,Audiomoth 1.2.0,Green Sandpiper,Germany,2024-06-30,,1:04,https://xeno-canto.org/1024386
1024385,Audiomoth 1.2.0,Green Sandpiper,Germany,2024-06-07,,0:22,https://xeno-canto.org/1024385
1024384,Audiomoth 1.2.0,Green Sandpiper,Germany,2024-04-25,,1:26,https://xeno-canto.org/1024384
982417,AudioMoth 1.2.0,Green Sandpiper,Germany,2024-08-15,,0:02,https://xeno-canto.org/982417
982416,AudioMoth 1.2.0,Green Sandpiper,Germany,2024-11-15,,0:10,https://xeno-canto.org/982416
933799,AudioMoth 1.2.0,Green Sandpiper,Germany,2024-07-14,,0:03,https://xeno-canto.org/933799
912719,AudioMoth 1.2.0,Green Sandpiper,Germany,2024-01-17,,0:15,https://xeno-canto.org/912719
881417,AudioMoth 1.2.0,Green Sandpiper,Germany,2024-02-23,,1:13,https://xeno-canto.org/881417
881416,AudioMoth 1.2.0,Green Sandpiper,Germany,2023-10-29,,0:09,https://xeno-canto.org/881416
881415,AudioMoth 1.2.0,Green Sandpiper,Germany,2023-09-13,,0:03,https://xeno-canto.org/881415
833359,AudioMoth 1.2.0,Green Sandpiper,Germany,2023-09-10,,0:03,https://xeno-canto.org/833359
833264,AudioMoth 1.2.0,Green Sandpiper,Germany,2023-09-16,,0:41,https://xeno-canto.org/833264
1063696,Audiomoth,Green Sandpiper,United Kingdom,2025-12-09,,0:14,https://xeno-canto.org/1063696
1028356,Audiomoth,Green Sandpiper,United Kingdom,2025-08-12,,0:24,https://xeno-canto.org/1028356
1025863,Audiomoth 1.2.0,Green Sandpiper,Germany,2025-04-14,,0:36,https://xeno-canto.org/1025863
1025861,Audiomoth 1.2.0,Green Sandpiper,Germany,2025-06-01,,0:21,https://xeno-canto.org/1025861
1025018,Audiomoth 1.2.0,Green Sandpiper,Germany,2025-06-01,,0:21,https://xeno-canto.org/1025018
1024391,Audiomoth 1.2.0,Green Sandpiper,Germany,2024-08-08,,0:17,https://xeno-canto.org/1024391
1024389,Audiomoth 1.2.0,Green Sandpiper,Germany,2024-08-07,,0:16,https://xeno-canto.org/1024389
1024381,Audiomoth 1.2.0,Green Sandpiper,Germany,2024-03-26,,0:25,https://xeno-canto.org/1024381
933802,AudioMoth 1.2.0,Green Sandpiper,Germany,2024-08-08,,0:27,https://xeno-canto.org/933802
881414,AudioMoth 1.2.0,Green Sandpiper,Germany,2023-09-10,,0:08,https://xeno-canto.org/881414
979534,Audiomoth,Green Sandpiper,United Kingdom,2025-03-01,,0:05,https://xeno-canto.org/979534
979533,Audiomoth,Green Sandpiper,United Kingdom,2025-03-01,,0:04,https://xeno-canto.org/979533
979532,Audiomoth,Green Sandpiper,United Kingdom,2025-03-01,,0:05,https://xeno-canto.org/979532
933801,AudioMoth 1.2.0,Green Sandpiper,Germany,2024-07-18,,0:26,https://xeno-canto.org/933801
979516,Audiomoth,Common Redshank,United Kingdom,2025-03-01,,0:08,https://xeno-canto.org/979516
979513,Audiomoth,Common Redshank,United Kingdom,2025-03-01,,0:11,https://xeno-canto.org/979513
1024338,Audiomoth 1.2.0,Common Redshank,Germany,2024-09-11,,0:09,https://xeno-canto.org/1024338
1024337,Audiomoth 1.2.0,Common Redshank,Germany,2024-06-27,,0:06,https://xeno-canto.org/1024337
1024336,Audiomoth 1.2.0,Common Redshank,Germany,2024-06-26,,0:17,https://xeno-canto.org/1024336
982428,AudioMoth 1.2.0,Common Redshank,Germany,2024-08-06,,0:08,https://xeno-canto.org/982428
948890,Audiomoth,Common Redshank,United Kingdom,2024-11-10,,0:10,https://xeno-canto.org/948890
854583,AudioMoth 1.2.0,Common Redshank,Germany,2023-09-13,,0:12,https://xeno-canto.org/854583
1063961,Audiomoth,Common Redshank,United Kingdom,2025-12-07,,0:06,https://xeno-canto.org/1063961
1063960,Audiomoth,Common Redshank,United Kingdom,2025-12-07,,0:04,https://xeno-canto.org/1063960
1063959,Audiomoth,Common Redshank,United Kingdom,2025-12-07,,0:04,https://xeno-canto.org/1063959
1062316,Audiomoth,Common Redshank,United Kingdom,2025-11-30,,0:09,https://xeno-canto.org/1062316
1062313,Audiomoth,Common Redshank,United Kingdom,2025-11-29,,0:11,https://xeno-canto.org/1062313
1062309,Audiomoth,Common Redshank,United Kingdom,2025-11-29,,0:17,https://xeno-canto.org/1062309
982427,AudioMoth 1.2.0,Common Redshank,Germany,2024-08-06,,0:07,https://xeno-canto.org/982427
979414,Audiomoth,Common Redshank,United Kingdom,2025-02-28,,0:08,https://xeno-canto.org/979414
950854,Audiomoth,Common Redshank,United Kingdom,2024-11-14,,0:11,https://xeno-canto.org/950854
950394,Audiomoth,Common Redshank,United Kingdom,2024-11-13,,0:08,https://xeno-canto.org/950394
950085,Audiomoth,Common Redshank,United Kingdom,2024-11-13,,0:09,https://xeno-canto.org/950085
950082,Audiomoth,Common Redshank,United Kingdom,2024-11-13,,0:06,https://xeno-canto.org/950082
950081,Audiomoth,Common Redshank,United Kingdom,2024-11-13,,0:08,https://xeno-canto.org/950081
947584,Audiomoth,Common Redshank,United Kingdom,2024-11-03,,0:08,https://xeno-canto.org/947584
854582,AudioMoth 1.2.0,Common Redshank,Germany,2023-05-23,,0:24,https://xeno-canto.org/854582
956885,Audiomoth,Common Redshank,United Kingdom,2024-12-20,,0:06,https://xeno-canto.org/956885
947524,Audiomoth,Common Redshank,United Kingdom,2024-11-02,,0:10,https://xeno-canto.org/947524
996499,Audiomoth,Wood Sandpiper,France,2025-04-28,,0:08,https://xeno-canto.org/996499
996497,Audiomoth,Wood Sandpiper,France,2025-04-28,,0:07,https://xeno-canto.org/996497
805741,AudioMoth 1.2.0,Wood Sandpiper,Germany,2023-05-06,,0:15,https://xeno-canto.org/805741
1028357,Audiomoth,Wood Sandpiper,United Kingdom,2025-08-12,,0:10,https://xeno-canto.org/1028357
982430,AudioMoth 1.2.0,Wood Sandpiper,Germany,2024-08-06,,0:11,https://xeno-canto.org/982430
982429,AudioMoth 1.2.0,Wood Sandpiper,Germany,2024-07-24,,0:08,https://xeno-canto.org/982429
957891,Audiomoth 1.2.0,Wood Sandpiper,Germany,2024-08-26,,0:25,https://xeno-canto.org/957891
957890,Audiomoth 1.2.0,Wood Sandpiper,Germany,2024-08-20,,0:08,https://xeno-canto.org/957890
957889,Audiomoth 1.2.0,Wood Sandpiper,Germany,2024-08-11,,0:08,https://xeno-canto.org/957889
957888,Audiomoth 1.2.0,Wood Sandpiper,Germany,2024-07-28,,0:28,https://xeno-canto.org/957888
957887,Audiomoth 1.2.0,Wood Sandpiper,Germany,2024-07-05,,0:07,https://xeno-canto.org/957887
957886,Audiomoth 1.2.0,Wood Sandpiper,Germany,2024-06-26,,0:05,https://xeno-canto.org/957886
933798,AudioMoth 1.2.0,Wood Sandpiper,Germany,2024-08-20,,0:22,https://xeno-canto.org/933798
933797,AudioMoth 1.2.0,Wood Sandpiper,Germany,2024-08-20,,0:07,https://xeno-canto.org/933797
933796,AudioMoth 1.2.0,Wood Sandpiper,Germany,2024-08-11,,0:28,https://xeno-canto.org/933796
933795,AudioMoth 1.2.0,Wood Sandpiper,Germany,2024-08-11,,0:22,https://xeno-canto.org/933795
805739,AudioMoth 1.2.0,Wood Sandpiper,Germany,2023-05-06,,0:11,https://xeno-canto.org/805739
957885,Audiomoth 1.2.0,Wood Sandpiper,Germany,2024-04-28,,0:03,https://xeno-canto.org/957885
955058,AudioMoth 1.2.0,Wood Sandpiper,Germany,2024-10-05,,0:03,https://xeno-canto.org/955058
933522,AudioMoth 1.2.0,Spotted Redshank,Germany,2024-08-08,,0:16,https://xeno-canto.org/933522
833352,AudioMoth 1.2.0,Spotted Redshank,Germany,2023-09-15,,0:18,https://xeno-canto.org/833352
982431,AudioMoth 1.2.0,Spotted Redshank,Germany,2024-09-18,,0:03,https://xeno-canto.org/982431
957898,Audiomoth 1.2.0,Spotted Redshank,Germany,2024-08-08,,0:04,https://xeno-canto.org/957898
957896,Audiomoth 1.2.0,Spotted Redshank,Germany,2024-08-08,,0:03,https://xeno-canto.org/957896
933523,AudioMoth 1.2.0,Spotted Redshank,Germany,2024-08-09,,0:16,https://xeno-canto.org/933523
1045924,Audiomoth,Spotted Redshank,United Kingdom,2025-09-23,,0:05,https://xeno-canto.org/1045924
957899,Audiomoth 1.2.0,Spotted Redshank,Germany,2024-08-09,,0:10,https://xeno-canto.org/957899
1030304,Audiomoth,Common Greenshank,United Kingdom,2025-08-16,,0:13,https://xeno-canto.org/1030304
996521,Audiomoth,Common Greenshank,France,2025-04-30,,0:06,https://xeno-canto.org/996521
996519,Audiomoth,Common Greenshank,France,2025-04-30,,0:05,https://xeno-canto.org/996519
957998,Audiomoth 1.2.0,Common Greenshank,Germany,2024-04-26,,0:03,https://xeno-canto.org/957998
957996,Audiomoth 1.2.0,Common Greenshank,Germany,2024-04-18,,0:03,https://xeno-canto.org/957996
957995,Audiomoth 1.2.0,Common Greenshank,Germany,2024-04-18,,0:12,https://xeno-canto.org/957995
939649,AudioMoth 1.2.0,Common Greenshank,Germany,2024-10-11,,0:02,https://xeno-canto.org/939649
932431,AudioMoth 1.2.0,Common Greenshank,Germany,2024-07-12,,0:04,https://xeno-canto.org/932431
846026,AudioMoth 1.2.0,Common Greenshank,Germany,2023-10-07,,0:08,https://xeno-canto.org/846026
841417,AudioMoth 1.2.0,Common Greenshank,Germany,2023-10-07,,0:11,https://xeno-canto.org/841417
831319,AudioMoth 1.2.0,Common Greenshank,Germany,2023-05-07,,0:23,https://xeno-canto.org/831319
1042751,Audiomoth,Common Greenshank,United Kingdom,2025-09-20,,0:40,https://xeno-canto.org/1042751
1041170,Audiomoth,Common Greenshank,United Kingdom,2025-09-14,,0:25,https://xeno-canto.org/1041170
1030305,Audiomoth,Common Greenshank,United Kingdom,2025-08-16,,0:08,https://xeno-canto.org/1030305
1030303,Audiomoth,Common Greenshank,United Kingdom,2025-08-16,,0:09,https://xeno-canto.org/1030303
1030088,Audiomoth,Common Greenshank,United Kingdom,2025-08-18,,0:16,https://xeno-canto.org/1030088
958000,Audiomoth 1.2.0,Common Greenshank,Germany,2024-07-12,,0:15,https://xeno-canto.org/958000
957997,Audiomoth 1.2.0,Common Greenshank,Germany,2024-04-26,,0:29,https://xeno-canto.org/957997
957994,Audiomoth 1.2.0,Common Greenshank,Germany,2024-04-10,,0:05,https://xeno-canto.org/957994
932430,AudioMoth 1.2.0,Common Greenshank,Germany,2024-07-18,,0:38,https://xeno-canto.org/932430
846025,AudioMoth 1.2.0,Common Greenshank,Germany,2023-10-07,,0:02,https://xeno-canto.org/846025
1033112,Audiomoth,Common Greenshank,United Kingdom,2025-08-26,,0:05,https://xeno-canto.org/1033112
964689,Audiomoth,Common Greenshank,United Kingdom,2024-01-18,,0:05,https://xeno-canto.org/964689
958001,Audiomoth 1.2.0,Common Greenshank,Germany,2024-09-19,,0:22,https://xeno-canto.org/958001
