selec,deploy.id,sound.files,start,end,bottom.freq,top.freq,species.code,common.name,annotation,recording.id,duration,date
4894,14569_1_2020_06_11_FVA133,20200616_194506.WAV,160.65906,164.74434,0.1981,10.4993,eurwoo,Eurasian Woodcock,woodcock,11647,4.085279999999983,16/06/2020
4933,14569_1_2020_06_11_FVA133,20200616_202514.WAV,346.06067,350.07028,1.0565,14.3292,eurwoo,Eurasian Woodcock,woodcock,11651,4.009610000000009,16/06/2020
5238,43791_1_2020_06_12_FVA140,20200630_202514.WAV,407.74936,411.6209,4.0235,9.3195,eurwoo,Eurasian Woodcock,woodcock,15666,3.8715399999999818,30/06/2020
4883,14569_1_2020_06_11_FVA133,20200616_193504.WAV,262.94058,266.79892,2.7404,10.7634,eurwoo,Eurasian Woodcock,woodcock,11646,3.8583399999999983,16/06/2020
4896,14569_1_2020_06_11_FVA133,20200616_194506.WAV,165.88577,169.66844,0.3632,10.4002,eurwoo,Eurasian Woodcock,woodcock,11647,3.782669999999996,16/06/2020
4934,14569_1_2020_06_11_FVA133,20200616_202514.WAV,354.3069,357.99673,1.6508,14.1972,eurwoo,Eurasian Woodcock,woodcock,11651,3.689830000000029,16/06/2020
4891,14569_1_2020_06_11_FVA133,20200616_194506.WAV,11.045391,14.676752,1.2546,9.2447,eurwoo,Eurasian Woodcock,woodcock,11647,3.631361,16/06/2020
4895,14569_1_2020_06_11_FVA133,20200616_194506.WAV,157.05638,160.68774,0.1981,10.1361,eurwoo,Eurasian Woodcock,woodcock,11647,3.631360000000001,16/06/2020
11155,24606_3_2021_05_10_FVA139,20210611_200040.WAV,237.76782,241.26161,0.0403,2.094,eurwoo,Eurasian Woodcock,croak,26485,3.49379,11/06/2021
4920,14569_1_2020_06_11_FVA133,20200616_200510.WAV,47.693882,51.187668,1.8726,12.9913,eurwoo,Eurasian Woodcock,woodcock,11649,3.493786,16/06/2020
4889,14569_1_2020_06_11_FVA133,20200616_193504.WAV,427.082,430.56207,1.6508,12.0181,eurwoo,Eurasian Woodcock,woodcock,11646,3.480070000000012,16/06/2020
11157,24606_3_2021_05_10_FVA139,20210611_200040.WAV,242.47809,245.87871,0.0403,2.1342,eurwoo,Eurasian Woodcock,croak,26485,3.4006200000000035,11/06/2021
1133,49006_1_2020_06_18_FVA106,20200619_195508.WAV,563.79584,567.04456,0,22.27331,eurwoo,Eurasian Woodcock,"ccroak, whistle",19146,3.2487200000000485,19/06/2020
11160,24606_3_2021_05_10_FVA139,20210611_200040.WAV,289.12527,292.36285,0.0403,1.7718,eurwoo,Eurasian Woodcock,croak,26485,3.23758,11/06/2021
11158,24606_3_2021_05_10_FVA139,20210611_200040.WAV,284.9904,288.20465,0,1.7315,eurwoo,Eurasian Woodcock,croak,26485,3.2142499999999927,11/06/2021
11152,24606_3_2021_05_10_FVA139,20210611_194030.WAV,448.59567,451.77435,0.1611,2.2953,eurwoo,Eurasian Woodcock,croak,26483,3.1786800000000426,11/06/2021
6707,24606_3_2021_05_10_FVA139,20210520_194030.WAV,266.76782,269.93552,0.1042,1.7019,eurwoo,Eurasian Woodcock,croak,26219,3.167700000000025,20/05/2021
11210,24606_3_2021_05_10_FVA139,20210611_202050.WAV,269.8198,272.9875,0,1.8523,eurwoo,Eurasian Woodcock,croak,26487,3.167700000000025,11/06/2021
7611,23718_1_2021_05_08_FVA080,20210613_200040.WAV,596.3413,599.50354,1.1809,9.2388,eurwoo,Eurasian Woodcock,"cchase, woodcock",34101,3.162239999999997,13/06/2021
4928,14569_1_2020_06_11_FVA133,20200616_201512.WAV,540.3404,543.4966,2.3442,16.0461,eurwoo,Eurasian Woodcock,woodcock,11650,3.156199999999899,16/06/2020
4882,14569_1_2020_06_11_FVA133,20200616_193504.WAV,256.5857,259.6875,2.2121,10.6644,eurwoo,Eurasian Woodcock,woodcock,11646,3.1018000000000256,16/06/2020
1150,49006_1_2020_06_18_FVA106,20200621_021500.WAV,470.40973,473.48425,0.692308,1.442308,eurwoo,Eurasian Woodcock,croak,19171,3.07452,21/06/2020
5049,43791_1_2020_06_12_FVA140,20200627_023504.WAV,349.64914,352.72067,4.6523,22.4421,eurwoo,Eurasian Woodcock,"cwoodcock, whistle, croak",15590,3.0715299999999957,27/06/2020
11203,24606_3_2021_05_10_FVA139,20210611_202050.WAV,253.34834,256.37628,0.0403,1.651,eurwoo,Eurasian Woodcock,croak,26487,3.027940000000001,11/06/2021
4878,14569_1_2020_06_11_FVA133,20200616_193504.WAV,21.107288,24.133423,4.8534,14.3622,eurwoo,Eurasian Woodcock,woodcock,11646,3.026135,16/06/2020
8206,43791_1_2020_06_12_FVA140,20200627_194506.WAV,509.765925,512.765925,2.318841,15.381643,eurwoo,Eurasian Woodcock,whistle,15602,3.000000000000057,27/06/2020
6775,24606_3_2021_05_10_FVA139,20210510_191015.WAV,510.774025,513.774025,3.6583,18.7337,eurwoo,Eurasian Woodcock,whistle,26096,3.000000000000057,10/05/2021
4914,14569_1_2020_06_11_FVA133,20200616_195508.WAV,511.3191,514.3191,1.68,13.88,eurwoo,Eurasian Woodcock,woodcock,11648,3.000000000000057,16/06/2020
5743,43323_3_2021_05_20_FVA046,20210530_194030.WAV,510.695135,513.695135,3.89,12.2258,eurwoo,Eurasian Woodcock,whistle,20761,3.000000000000057,30/05/2021
644,14569_1_2020_06_11_FVA133,20200624_203516.WAV,254.32859,257.32859,4.187399,7.599354,eurwoo,Eurasian Woodcock,whistle,11724,3.0000000000000284,24/06/2020
7959,45499_1_2021_06_03_FVA125,20210603_200040.WAV,254.70307,257.70307,0.309013,1.785408,eurwoo,Eurasian Woodcock,croak,27074,3.0000000000000284,03/06/2021
585,14569_1_2020_06_11_FVA133,20200624_200510.WAV,255.35941,258.35941,4.394184,9.279483,eurwoo,Eurasian Woodcock,whistle,11721,3.0000000000000284,24/06/2020
728,14569_1_2020_06_11_FVA133,20200625_201512.WAV,254.418825,257.418825,4.2714,9.0334,eurwoo,Eurasian Woodcock,whistle,11731,3.0000000000000284,25/06/2020
5921,49334_1_2021_05_17_FVA015,20210603_202050.WAV,253.001475,256.001475,0.2814,1.8894,eurwoo,Eurasian Woodcock,croak,27299,3.0000000000000284,03/06/2021
4881,14569_1_2020_06_11_FVA133,20200616_193504.WAV,253.45915,256.45915,1.0235,6.8014,eurwoo,Eurasian Woodcock,woodcock,11646,3.0000000000000284,16/06/2020
7582,23718_1_2021_05_08_FVA080,20210613_195035.WAV,253.032595,256.032595,3.0217,12.4342,eurwoo,Eurasian Woodcock,whistle,34100,3.0000000000000284,13/06/2021
7739,20675_1_2021_05_01_FVA039,20210616_200040.WAV,253.72714,256.72714,3.4553,14.2879,eurwoo,Eurasian Woodcock,whistle,35097,3.0000000000000284,16/06/2021
1493,14569_1_2020_06_11_FVA133,20200612_201512.WAV,127.96206,130.96206,4.6359,9.0667,eurwoo,Eurasian Woodcock,whistle,11614,3.000000000000014,12/06/2020
977,43791_1_2020_06_12_FVA140,20200615_022502.WAV,63.845043,66.845043,4.155505,10.544393,eurwoo,Eurasian Woodcock,whistle,15349,3.000000000000007,15/06/2020
6770,24606_3_2021_05_10_FVA139,20210510_191015.WAV,63.333605,66.333605,0.3618,1.6884,eurwoo,Eurasian Woodcock,croak,26096,3.000000000000007,10/05/2021
7935,45499_1_2021_06_03_FVA125,20210603_193025.WAV,62.76591,65.76591,3.227468,15.244635,eurwoo,Eurasian Woodcock,whistle,27071,3.000000000000007,03/06/2021
440,14569_1_2020_06_11_FVA133,20200623_195508.WAV,61.411618,64.411618,4.148627,9.615509,eurwoo,Eurasian Woodcock,whistle,11711,3.000000000000007,23/06/2020
7639,18672_1_2021_06_16_FVA023,20210616_194030.WAV,63.564457,66.564457,1.2462,11.3367,eurwoo,Eurasian Woodcock,whistle,39446,3.000000000000007,16/06/2021
390,14569_1_2020_06_11_FVA133,20200615_202514.WAV,63.2288,66.2288,3.851373,11.605816,eurwoo,Eurasian Woodcock,whistle,11642,3.000000000000007,15/06/2020
1103,49006_1_2020_06_18_FVA106,20200619_193504.WAV,31.0436065,34.0436065,3.18264,11.891501,eurwoo,Eurasian Woodcock,whistle,19144,3.0000000000000036,19/06/2020
7972,18800_2_2021_06_14_FVA121,20210614_194030.WAV,31.256365,34.256365,3.364807,10.746781,eurwoo,Eurasian Woodcock,whistle,27053,3.0000000000000036,14/06/2021
314,14569_1_2020_06_11_FVA133,20200615_192502.WAV,15.8101215,18.8101215,4.31664,12.226171,eurwoo,Eurasian Woodcock,whistle,11636,3.0000000000000018,15/06/2020
7979,18800_2_2021_06_14_FVA121,20210614_195035.WAV,14.9584155,17.9584155,0.240343,1.44206,eurwoo,Eurasian Woodcock,croak,27054,3.0000000000000018,14/06/2021
8144,14569_1_2020_06_11_FVA133,20200611_203516.WAV,206.974675,209.974675,3.570815,9.270386,eurwoo,Eurasian Woodcock,whistle,11607,3,11/06/2020
8145,14569_1_2020_06_11_FVA133,20200611_203516.WAV,211.24038,214.24038,3.982833,11.776824,eurwoo,Eurasian Woodcock,whistle,11607,3,11/06/2020
8146,14569_1_2020_06_11_FVA133,20200611_203516.WAV,214.88022,217.88022,3.467811,13.150215,eurwoo,Eurasian Woodcock,whistle,11607,3,11/06/2020
8151,14569_1_2020_06_11_FVA133,20200611_203516.WAV,255.16445,258.16445,3.536481,10.849785,eurwoo,Eurasian Woodcock,whistle,11607,3,11/06/2020
8152,14569_1_2020_06_11_FVA133,20200611_203516.WAV,258.79605,261.79605,3.639485,12.806867,eurwoo,Eurasian Woodcock,whistle,11607,3,11/06/2020
8153,14569_1_2020_06_11_FVA133,20200611_203516.WAV,281.29947,284.29947,3.708155,12.223176,eurwoo,Eurasian Woodcock,whistle,11607,3,11/06/2020
64,14569_1_2020_06_11_FVA133,20200612_194506.WAV,322.85849,325.85849,4.2256,7.7949,eurwoo,Eurasian Woodcock,whistle,11611,3,12/06/2020
66,14569_1_2020_06_11_FVA133,20200612_194506.WAV,439.16749,442.16749,5.1238,8.9802,eurwoo,Eurasian Woodcock,whistle,11611,3,12/06/2020
67,14569_1_2020_06_11_FVA133,20200612_194506.WAV,442.82798,445.82798,4.3033,8.2828,eurwoo,Eurasian Woodcock,whistle,11611,3,12/06/2020
69,14569_1_2020_06_11_FVA133,20200612_194506.WAV,481.61964,484.61964,4.5128,8.3282,eurwoo,Eurasian Woodcock,whistle,11611,3,12/06/2020
8149,14569_1_2020_06_11_FVA133,20200611_203516.WAV,225.182655,228.182655,3.124464,13.974249,eurwoo,Eurasian Woodcock,whistle,11607,3,11/06/2020
