selec,deploy.id,sound.files,view,channel,start,end,bottom.freq,top.freq,species.code,common.name,annotation,recording.id,duration
160,14569_1_2020_06_11_FVA133,20200613_193504.WAV,Spectrogram 1,1,81.150894,84.150894,2.869144,9.693053,eurwoo,Eurasian Woodcock,whistle,11619,3.0
155,14569_1_2020_06_11_FVA133,20200613_193504.WAV,Spectrogram 1,1,40.8853685,43.8853685,4.394184,8.245557,eurwoo,Eurasian Woodcock,whistle,11619,3.0
164,14569_1_2020_06_11_FVA133,20200613_193504.WAV,Spectrogram 1,1,228.915385,231.915385,2.972536,9.305331,eurwoo,Eurasian Woodcock,whistle,11619,3.0
158,14569_1_2020_06_11_FVA133,20200613_193504.WAV,Spectrogram 1,1,73.985055,76.985055,3.179321,10.080775,eurwoo,Eurasian Woodcock,whistle,11619,3.0
159,14569_1_2020_06_11_FVA133,20200613_193504.WAV,Spectrogram 1,1,77.38233,80.38233,3.127625,12.329564,eurwoo,Eurasian Woodcock,whistle,11619,3.0
166,14569_1_2020_06_11_FVA133,20200613_193504.WAV,Spectrogram 1,1,360.659045,363.659045,3.308562,13.182553,eurwoo,Eurasian Woodcock,whistle,11619,3.0
167,14569_1_2020_06_11_FVA133,20200613_193504.WAV,Spectrogram 1,1,364.065595,367.065595,2.533118,15.405493,eurwoo,Eurasian Woodcock,whistle,11619,3.0
156,14569_1_2020_06_11_FVA133,20200613_193504.WAV,Spectrogram 1,1,46.17621,49.17621,4.44588,11.011309,eurwoo,Eurasian Woodcock,whistle,11619,3.0
157,14569_1_2020_06_11_FVA133,20200613_193504.WAV,Spectrogram 1,1,51.99182,54.99182,4.006462,8.219709,eurwoo,Eurasian Woodcock,whistle,11619,3.0
161,14569_1_2020_06_11_FVA133,20200613_193504.WAV,Spectrogram 1,1,218.79173,221.79173,4.600969,11.579968,eurwoo,Eurasian Woodcock,whistle,11619,3.0
162,14569_1_2020_06_11_FVA133,20200613_193504.WAV,Spectrogram 1,1,221.91983,224.91983,3.670436,15.069467,eurwoo,Eurasian Woodcock,whistle,11619,3.0
177,14569_1_2020_06_11_FVA133,20200613_194506.WAV,Spectrogram 1,1,429.11886,432.11886,4.229402,8.705977,eurwoo,Eurasian Woodcock,whistle,11620,3.0
174,14569_1_2020_06_11_FVA133,20200613_194506.WAV,Spectrogram 1,1,142.38667,145.38667,3.844911,7.662359,eurwoo,Eurasian Woodcock,whistle,11620,3.0
173,14569_1_2020_06_11_FVA133,20200613_194506.WAV,Spectrogram 1,1,138.94279,141.94279,3.240711,7.909532,eurwoo,Eurasian Woodcock,whistle,11620,3.0
172,14569_1_2020_06_11_FVA133,20200613_194506.WAV,Spectrogram 1,1,66.599527,69.599527,4.558966,9.804523,eurwoo,Eurasian Woodcock,whistle,11620,3.0
171,14569_1_2020_06_11_FVA133,20200613_194506.WAV,Spectrogram 1,1,80.712725,83.712725,3.844911,9.722132,eurwoo,Eurasian Woodcock,whistle,11620,3.0
170,14569_1_2020_06_11_FVA133,20200613_194506.WAV,Spectrogram 1,1,76.972,79.972,2.85622,11.50727,eurwoo,Eurasian Woodcock,whistle,11620,3.0
169,14569_1_2020_06_11_FVA133,20200613_194506.WAV,Spectrogram 1,1,73.5468775,76.5468775,3.268174,11.699515,eurwoo,Eurasian Woodcock,whistle,11620,3.0
168,14569_1_2020_06_11_FVA133,20200613_194506.WAV,Spectrogram 1,1,69.926827,72.926827,3.652666,11.562197,eurwoo,Eurasian Woodcock,whistle,11620,3.0
176,14569_1_2020_06_11_FVA133,20200613_194506.WAV,Spectrogram 1,1,425.642935,428.642935,3.789984,13.924071,eurwoo,Eurasian Woodcock,whistle,11620,3.0
184,14569_1_2020_06_11_FVA133,20200613_195508.WAV,Spectrogram 1,1,281.163975,284.163975,3.541195,10.546042,eurwoo,Eurasian Woodcock,whistle,11621,3.0
185,14569_1_2020_06_11_FVA133,20200613_195508.WAV,Spectrogram 1,1,275.297625,278.297625,3.747981,10.675283,eurwoo,Eurasian Woodcock,whistle,11621,3.0
183,14569_1_2020_06_11_FVA133,20200613_195508.WAV,Spectrogram 1,1,278.295775,281.295775,3.282714,10.287561,eurwoo,Eurasian Woodcock,whistle,11621,3.0
182,14569_1_2020_06_11_FVA133,20200613_195508.WAV,Spectrogram 1,1,43.89769,46.89769,3.980614,9.17609,eurwoo,Eurasian Woodcock,whistle,11621,3.0
181,14569_1_2020_06_11_FVA133,20200613_195508.WAV,Spectrogram 1,1,40.3983095,43.3983095,3.644588,14.759289,eurwoo,Eurasian Woodcock,whistle,11621,3.0
180,14569_1_2020_06_11_FVA133,20200613_195508.WAV,Spectrogram 1,1,36.936055,39.936055,3.851373,13.105008,eurwoo,Eurasian Woodcock,whistle,11621,3.0
179,14569_1_2020_06_11_FVA133,20200613_195508.WAV,Spectrogram 1,1,32.51774,35.51774,4.523425,10.339257,eurwoo,Eurasian Woodcock,whistle,11621,3.0
1509,14569_1_2020_06_11_FVA133,20200613_200510.WAV,Spectrogram 1,1,519.444395,522.444395,3.835752,9.923688,eurwoo,Eurasian Woodcock,whistle,11622,3.0
1511,14569_1_2020_06_11_FVA133,20200613_200510.WAV,Spectrogram 1,1,526.345665,529.345665,3.765371,12.950061,eurwoo,Eurasian Woodcock,whistle,11622,3.0
1506,14569_1_2020_06_11_FVA133,20200613_200510.WAV,Spectrogram 1,1,417.07547,420.07547,3.413467,10.627496,eurwoo,Eurasian Woodcock,whistle,11622,3.0
1507,14569_1_2020_06_11_FVA133,20200613_200510.WAV,Spectrogram 1,1,417.780915,420.780915,4.117275,11.401684,eurwoo,Eurasian Woodcock,whistle,11622,3.0
1510,14569_1_2020_06_11_FVA133,20200613_200510.WAV,Spectrogram 1,1,522.87155,525.87155,3.800561,19.671426,eurwoo,Eurasian Woodcock,whistle,11622,3.0
200,14569_1_2020_06_11_FVA133,20200613_202514.WAV,Spectrogram 1,1,518.61444,521.61444,4.109855,10.042003,eurwoo,Eurasian Woodcock,whistle,11624,3.0
201,14569_1_2020_06_11_FVA133,20200613_202514.WAV,Spectrogram 1,1,526.068025,529.068025,3.528271,10.003231,eurwoo,Eurasian Woodcock,whistle,11624,3.0
199,14569_1_2020_06_11_FVA133,20200613_202514.WAV,Spectrogram 1,1,522.4734,525.4734,4.264943,9.80937,eurwoo,Eurasian Woodcock,whistle,11624,3.0
209,14569_1_2020_06_11_FVA133,20200613_203516.WAV,Spectrogram 1,1,211.68328,214.68328,4.575121,8.840065,eurwoo,Eurasian Woodcock,whistle,11625,3.0
210,14569_1_2020_06_11_FVA133,20200613_203516.WAV,Spectrogram 1,1,215.11769,218.11769,3.450727,14.810985,eurwoo,Eurasian Woodcock,whistle,11625,3.0
213,14569_1_2020_06_11_FVA133,20200613_203516.WAV,Spectrogram 1,1,223.874435,226.874435,3.489499,11.825525,eurwoo,Eurasian Woodcock,whistle,11625,3.0
205,14569_1_2020_06_11_FVA133,20200613_203516.WAV,Spectrogram 1,1,36.180765,39.180765,3.954766,15.159935,eurwoo,Eurasian Woodcock,whistle,11625,3.0
212,14569_1_2020_06_11_FVA133,20200613_203516.WAV,Spectrogram 1,1,222.35779,225.35779,2.442649,22.41034,eurwoo,Eurasian Woodcock,whistle,11625,3.0
204,14569_1_2020_06_11_FVA133,20200613_203516.WAV,Spectrogram 1,1,32.7463585,35.7463585,3.954766,12.484653,eurwoo,Eurasian Woodcock,whistle,11625,3.0
206,14569_1_2020_06_11_FVA133,20200613_203516.WAV,Spectrogram 1,1,39.5966075,42.5966075,3.722132,17.912764,eurwoo,Eurasian Woodcock,whistle,11625,3.0
211,14569_1_2020_06_11_FVA133,20200613_203516.WAV,Spectrogram 1,1,218.85841,221.85841,3.915994,20.355412,eurwoo,Eurasian Woodcock,whistle,11625,3.0
207,14569_1_2020_06_11_FVA133,20200613_203516.WAV,Spectrogram 1,1,43.5098275,46.5098275,3.450727,12.44588,eurwoo,Eurasian Woodcock,whistle,11625,3.0
214,14569_1_2020_06_11_FVA133,20200613_203516.WAV,Spectrogram 1,1,227.3831,230.3831,3.489499,9.033926,eurwoo,Eurasian Woodcock,whistle,11625,3.0
203,14569_1_2020_06_11_FVA133,20200613_203516.WAV,Spectrogram 1,1,28.736458,31.736458,4.458805,8.956381,eurwoo,Eurasian Woodcock,whistle,11625,3.0
228,14569_1_2020_06_11_FVA133,20200614_191500.WAV,Spectrogram 1,1,549.99216,552.99216,3.8885,12.75,eurwoo,Eurasian Woodcock,whistle,11626,3.0
221,14569_1_2020_06_11_FVA133,20200614_191500.WAV,Spectrogram 1,1,482.90173,485.90173,2.9949,7.3026,eurwoo,Eurasian Woodcock,whistle,11626,3.0
223,14569_1_2020_06_11_FVA133,20200614_191500.WAV,Spectrogram 1,1,532.58355,535.58355,4.3897,9.8872,eurwoo,Eurasian Woodcock,whistle,11626,3.0
224,14569_1_2020_06_11_FVA133,20200614_191500.WAV,Spectrogram 1,1,535.98773,538.98773,4.5128,9.9282,eurwoo,Eurasian Woodcock,whistle,11626,3.0
225,14569_1_2020_06_11_FVA133,20200614_191500.WAV,Spectrogram 1,1,539.43695,542.43695,5.2513,10.2564,eurwoo,Eurasian Woodcock,whistle,11626,3.0
226,14569_1_2020_06_11_FVA133,20200614_191500.WAV,Spectrogram 1,1,542.882295,545.882295,3.8564,10.9538,eurwoo,Eurasian Woodcock,whistle,11626,3.0
227,14569_1_2020_06_11_FVA133,20200614_191500.WAV,Spectrogram 1,1,546.44485,549.44485,3.8475,16.4834,eurwoo,Eurasian Woodcock,whistle,11626,3.0
218,14569_1_2020_06_11_FVA133,20200614_191500.WAV,Spectrogram 1,1,313.131635,316.131635,4.1026,13.6615,eurwoo,Eurasian Woodcock,whistle,11626,3.0
217,14569_1_2020_06_11_FVA133,20200614_191500.WAV,Spectrogram 1,1,309.554335,312.554335,4.1026,15.3846,eurwoo,Eurasian Woodcock,whistle,11626,3.0
215,14569_1_2020_06_11_FVA133,20200614_191500.WAV,Spectrogram 1,1,91.996037,94.996037,4.0205,7.2205,eurwoo,Eurasian Woodcock,whistle,11626,3.0
219,14569_1_2020_06_11_FVA133,20200614_191500.WAV,Spectrogram 1,1,316.62625,319.62625,3.9385,9.2308,eurwoo,Eurasian Woodcock,whistle,11626,3.0
235,14569_1_2020_06_11_FVA133,20200614_192502.WAV,Spectrogram 1,1,114.8623475,117.8623475,4.6359,10.3795,eurwoo,Eurasian Woodcock,whistle,11627,3.0
236,14569_1_2020_06_11_FVA133,20200614_192502.WAV,Spectrogram 1,1,118.419175,121.419175,4.3897,12.2667,eurwoo,Eurasian Woodcock,whistle,11627,3.0
239,14569_1_2020_06_11_FVA133,20200614_192502.WAV,Spectrogram 1,1,309.38777,312.38777,4.6769,15.1795,eurwoo,Eurasian Woodcock,whistle,11627,3.0
240,14569_1_2020_06_11_FVA133,20200614_192502.WAV,Spectrogram 1,1,312.779975,315.779975,3.8974,8.7385,eurwoo,Eurasian Woodcock,whistle,11627,3.0
238,14569_1_2020_06_11_FVA133,20200614_192502.WAV,Spectrogram 1,1,251.19143,254.19143,4.0615,13.9897,eurwoo,Eurasian Woodcock,whistle,11627,3.0
230,14569_1_2020_06_11_FVA133,20200614_192502.WAV,Spectrogram 1,1,72.591743,75.591743,3.7333,14.4821,eurwoo,Eurasian Woodcock,whistle,11627,3.0
244,14569_1_2020_06_11_FVA133,20200614_192502.WAV,Spectrogram 1,1,476.804275,479.804275,4.4308,8.0,eurwoo,Eurasian Woodcock,whistle,11627,3.0
243,14569_1_2020_06_11_FVA133,20200614_192502.WAV,Spectrogram 1,1,323.29483,326.29483,4.4308,8.5744,eurwoo,Eurasian Woodcock,whistle,11627,3.0
242,14569_1_2020_06_11_FVA133,20200614_192502.WAV,Spectrogram 1,1,319.69017,322.69017,4.3897,8.4103,eurwoo,Eurasian Woodcock,whistle,11627,3.0
241,14569_1_2020_06_11_FVA133,20200614_192502.WAV,Spectrogram 1,1,316.06944,319.06944,4.4308,8.3282,eurwoo,Eurasian Woodcock,whistle,11627,3.0
237,14569_1_2020_06_11_FVA133,20200614_192502.WAV,Spectrogram 1,1,247.4057,250.4057,4.3897,11.8564,eurwoo,Eurasian Woodcock,whistle,11627,3.0
231,14569_1_2020_06_11_FVA133,20200614_192502.WAV,Spectrogram 1,1,76.001887,79.001887,3.6923,11.241,eurwoo,Eurasian Woodcock,whistle,11627,3.0
232,14569_1_2020_06_11_FVA133,20200614_192502.WAV,Spectrogram 1,1,79.617495,82.617495,3.4051,9.2718,eurwoo,Eurasian Woodcock,whistle,11627,3.0
233,14569_1_2020_06_11_FVA133,20200614_192502.WAV,Spectrogram 1,1,83.2374925,86.2374925,3.9795,9.3128,eurwoo,Eurasian Woodcock,whistle,11627,3.0
234,14569_1_2020_06_11_FVA133,20200614_192502.WAV,Spectrogram 1,1,86.917225,89.917225,4.3077,9.0667,eurwoo,Eurasian Woodcock,whistle,11627,3.0
254,14569_1_2020_06_11_FVA133,20200614_193504.WAV,Spectrogram 1,1,489.01466,492.01466,4.5591,19.0001,eurwoo,Eurasian Woodcock,whistle,11628,3.0
255,14569_1_2020_06_11_FVA133,20200614_193504.WAV,Spectrogram 1,1,494.055635,497.055635,4.2256,11.5282,eurwoo,Eurasian Woodcock,whistle,11628,3.0
247,14569_1_2020_06_11_FVA133,20200614_193504.WAV,Spectrogram 1,1,98.744283,101.744283,3.8154,13.1692,eurwoo,Eurasian Woodcock,whistle,11628,3.0
248,14569_1_2020_06_11_FVA133,20200614_193504.WAV,Spectrogram 1,1,103.72351,106.72351,4.5128,10.6256,eurwoo,Eurasian Woodcock,whistle,11628,3.0
249,14569_1_2020_06_11_FVA133,20200614_193504.WAV,Spectrogram 1,1,143.258005,146.258005,4.6769,9.0667,eurwoo,Eurasian Woodcock,whistle,11628,3.0
